Tweet_Text,class,polarity
"  Commercial Solicitors | Business Solicitors | Corporate Solicitors | London, Birmingham, Cambridge, Oxford, Leice ",neutral,0.0
"  Never forget the  of 20th of October, 2020 where Nigerian soldiers opened fire on harmless   leading ",negative,0.0
Together we will win,positive,0.8
"  I'm here to remind you that on the 20th of October, officers of the Nigerian army massacred peaceful, protesters at the Lek ",negative,0.125
"His excellency Donald Duke,,former Governor of crs engaging youths in calabar on the sidelines of the Endsars prote  ",positive,0.4
The hausa man is my brother.The hausa woman is my sister.The igbo man is my brother.The igbo woman is my sister.The yorub ,neutral,0.0
Opinion |  protests: Nigeria s useless leaders are trying to crush its people. Africa s leaders are silent. - The W ,negative,-0.25
So I can now share from WhatsApp story to Facebook story?They just made  enlightenment easier,positive,0.0
The Hungry Masses have discovered covid food palliative warehouses.What is Remaining is the location of covid Cash palliat ,negative,0.0
Amazing,positive,0.6000000000000001
shirts on SNL! Yes!!  entire band has them on! You. Love. To. See. It,positive,0.25
My friend told me yesterday she saw aboki shoes maker she know very well amongst Nigeria military with Ak47 shooting unarmed ,negative,0.05
In case you missed it,neutral,0.0
Money will finish!!! Focus!!!!,negative,0.0
Hello... I've only got to love you now... You just made a fan... Many have forgotten the fallen hero ,negative,0.3333333333333333
Even here in Ghana  menh. The police are even nicer and they engage us in friendly conversations.The,positive,0.375
Let them come out and soro some,neutral,0.0
"  Online protesters WAKE UP!!!!. Let's resume work, Reply this tweet with ",positive,0.0
benin pple no just normal ,negative,0.15
Let us drop this again;,neutral,0.0
The situation in Oyigbo is so bad and so critical that my sis just called me now to tell me not to come home yet th ,negative,-0.3499999999999999
"   ...to mask the proof, that the promises are in vain, that the leaders make; that the land is still a butchers slab.  - Kola ",negative,0.0
"      Protest Was Not Hijacked,It Was Ambushed and AttackedFor Awareness,Retweet Like ",negative,0.0
We can t give up now !!!!!!,positive,0.0
Are you tired? Don't forget it's extremely difficult to remain the same again after an encounter with SARS. Only two ,negative,-0.225
They use thugs during election to remain in power.They use thugs on protesters to shut everyone up.,negative,0.0
At the foundation of all 3 sets of incidents that have caused the violence we have seen in the last few days is governmen ,negative,-0.1
Hunger in the land,negative,0.0
"In the story of the Tower of Babel, despite their intention/agenda, there was unity of purpose and it took God comi  ",positive,0.0
"  . supporting the  movement on her performance at the SNL, we can t stop now Nigerians . ",positive,0.25
Africa:    Pope Francis Calls for Prayers for Nigeria,positive,0.0
is no longer just about police brutality. It s a symbol for everything that s wrong with Nigeria. The corrupt gove ,negative,-0.5
"Tell me... What do you see?As for me, I see: 3 men, different tribes, and  with one goal (which is to cause chaos)  ",negative,0.25
"   So we've been wasting our time asking for good roads, hospitals, education,  electricity,  fro ",negative,0.7
Forensic Analysis from  Proves Videos showing  Killing  protesters Are Ge ,negative,0.3
"  I wish I was interested in elective office, I already found my cabinet of qualified youths. My ministers of: Finance, ",positive,0.25
Watching Bola Tinubu speak on the  left me very angry. The whole tragedy is funny to him and the despicable elem ,negative,-0.05
We are still ending sars right?,neutral,0.2857142857142857
"  don't say anything, just retweet aggressively and reply with   ",negative,0.0
We must remain in character We can t back down now.,positive,-0.07777777777777779
Niger-Delta Militants Table 11-Point Demand Buhari Must Meet  via,neutral,0.0
F1 Champion x King Lewis Hamilton supported the  this is another reason we can't give up,positive,0.0
Another undeniable evidence. Who gave the order? You murderers,negative,0.0
"I need more contact on my WhatsApp...If you want us to be friends,this is my WhatsApp, number.+2348121784658.A  ",positive,0.5
They place value on destroyed buildings over human life...Enjoy why it lasts,negative,0.0
"  As a journalist, I know one of our core values is to research and get facts right.  your reportage this mor ",positive,0.2857142857142857
Looting is not an act of revenge.. YOU ARE A THIEF,negative,0.0
Our TIME IN HISTORY,neutral,0.0
Tension as Niger Delta militants roll out 11-point demand,negative,0.0
I confess I'm flummoxed as to how  has entered the  of this inquiry. The panel &amp; its ToRs were consti ,negative,0.0
"  Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the national anthem and holding ",negative,0.25
"  This is Rabiu Garba. He is the DPO at Feggae police station, Onitsha, Anambra State. It takes a lot for a policeman to ve ",neutral,0.0
"  You can't lie your way through as a leader of an entity. If your intentions are not pure, it will manifest and one way or the ",negative,-0.10714285714285714
For we who understand Latin,neutral,0.0
GRIDLOCK AS  PROTEST CONTINUES IN RIVERS,negative,0.0
Anyone trying to divide the protests with tribalism is doing the government's bidding. Governments worldwide practice ,negative,0.0
To all our heroes online and offline fighting for a good governance and for a better tomorrow for everyone. We are say ,positive,0.6
"  I lay on my hospital bed for two days this week, tired, Uncomfortable, and disturbed, Couldn t eat solid food, legs were s ",negative,-0.3
"  Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And this we count a  ",negative,0.0
Sensitization has commenced! We need to woo more people to our side and let them know why we are protesting/ag ,positive,0.5
Yes we are!,positive,0.0
"  I want to remind y all young people once again, you made some significant gains in the last 2 weeks. You did not lose. They ",positive,0.15833333333333333
"   We inherited a banner without stain, but we have introduced a new colour to our green-white-green: Blood Red.  Pastor Tund ",positive,0.06818181818181818
Does it mean that endsars protest is over? People are no more tweeting like beforeWhat's going on,negative,-0.28125
Take Responsibility!!!!,neutral,0.0
"  Then someone said he was planning to share the palliatives on his birthday, I simply cannot can t, my head is spinning from i ",negative,0.0
THIS IS SO POWERFUL!!!THANK YOU TO EVERYONE INVOLVED,positive,0.0
"  Isso   t o grave e triste, em meio s culo 21 e temos que ver pessoas enfrentando tamanhas dificuldades porque o PR PRIO gover ",neutral,0.0
"If you're yet to tweet or retweet any  tweet today, this is your chance. Do it for love. Do it since you're  ",positive,0.5
The  Protest will continue but must be peaceful but if the government sent their thugs against peaceful protesters ,negative,0.25
"  APPARENTLY, UNKNOWN TO YOU, YOU HAVE BEEN BUYING YOUR OWN PALLIATIVES FROM THE STORES ",negative,0.25
I can bet that 98% of these 229 suspects are innocent people randomly picked up by security officials.,negative,0.0
"We be Nigerians, ojojumo lan de ji riya. The gaint of Africa,is that what we really are??? Fvck the government,fvck  ",negative,0.2
The victims of lekki massacre would have stayed at home if only they knew how we moved on so fast  still,negative,0.1
"Does he want to go and open an indomie business? Not right. Remember, they are not for sale. ",negative,-0.07142857142857142
Good morning y all. Hope we re feeling better today. It s still  and now,positive,0.6
"  No matter how much you hate or detest certain people in govt., you still need the organs of government in pursuit of justice. ",negative,-0.1285714285714286
"  Omo! With the support we are getting from the abroad, we must not stop this  movement o ",positive,0.0
We need RIGHT BASED POLICING in Nigeria.A policing system that works for citizens rights. The  movement wou ,positive,0.2857142857142857
"All this religious leaders keeping mum about the recent happenings, is it that they are not in this country or that  ",negative,0.0
"  Good afternoon WHO ORDERED THE SHOOTING OF PEACEFUL PROTESTERS AT LEKKI ON THE 20TH OF OCTOBER, 2020??? ",neutral,0.31666666666666665
"  Not foreigners pushing the  than we who are directly affected. We can't allow them waste their time and attention, ",negative,-0.05
Ugwu Anyi your cup is filled up in Enugu Ani Ngwoh U have been killing us since you become governor U kill Citizens of Enu ,negative,0.4
"  An on going protest in Missisauga, Canada   ",neutral,0.0
"   Nigerian youths are bruised, we need their forgiveness   Duke   ",negative,0.0
"  Seriously, what s the use of the NIGERIAN legislature?",neutral,-0.3333333333333333
Seun Kuti on the  Protest as it Affects the Youth  via,neutral,0.0
The whole truth in one video.The electoral process in Nigeria is already a rigged system and the lie they use to keep us ,negative,0.2
